path,filename,extension,size_bytes,modified_date,guessed_content_type
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_17.html,15_9_F_15_D_2013_11_17.html,.html,22938,2026-09-12T00:08:45.010746,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_18.html,15_9_F_15_D_2013_11_18.html,.html,25034,2026-09-12T00:08:48.029052,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_19.html,15_9_F_15_D_2013_11_19.html,.html,21626,2026-09-12T00:08:51.791479,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_20.html,15_9_F_15_D_2013_11_20.html,.html,27135,2026-09-12T00:08:54.929601,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_21.html,15_9_F_15_D_2013_11_21.html,.html,22149,2026-09-12T00:08:58.855569,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_22.html,15_9_F_15_D_2013_11_22.html,.html,21166,2026-09-12T00:09:02.498996,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_23.html,15_9_F_15_D_2013_11_23.html,.html,22959,2026-09-12T00:09:05.664972,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_24.html,15_9_F_15_D_2013_11_24.html,.html,22045,2026-09-12T00:09:08.756145,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_25.html,15_9_F_15_D_2013_11_25.html,.html,25478,2026-09-12T00:09:12.305361,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_26.html,15_9_F_15_D_2013_11_26.html,.html,20948,2026-09-12T00:09:15.680154,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_27.html,15_9_F_15_D_2013_11_27.html,.html,28059,2026-09-12T00:09:19.226135,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_28.html,15_9_F_15_D_2013_11_28.html,.html,23437,2026-09-12T00:09:22.664598,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_29.html,15_9_F_15_D_2013_11_29.html,.html,27507,2026-09-12T00:09:26.235989,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_11_30.html,15_9_F_15_D_2013_11_30.html,.html,29390,2026-09-12T00:09:31.370093,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_01.html,15_9_F_15_D_2013_12_01.html,.html,28802,2026-09-12T00:09:35.304890,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_02.html,15_9_F_15_D_2013_12_02.html,.html,25164,2026-09-12T00:09:38.987209,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_03.html,15_9_F_15_D_2013_12_03.html,.html,29776,2026-09-12T00:09:42.948447,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_04.html,15_9_F_15_D_2013_12_04.html,.html,20440,2026-09-12T00:09:47.038913,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_05.html,15_9_F_15_D_2013_12_05.html,.html,21843,2026-09-12T00:09:50.245181,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_06.html,15_9_F_15_D_2013_12_06.html,.html,18981,2026-09-12T00:09:53.787694,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_07.html,15_9_F_15_D_2013_12_07.html,.html,17171,2026-09-12T00:09:57.382504,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_08.html,15_9_F_15_D_2013_12_08.html,.html,20237,2026-09-12T00:10:00.910974,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_09.html,15_9_F_15_D_2013_12_09.html,.html,21139,2026-09-12T00:10:04.922390,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_10.html,15_9_F_15_D_2013_12_10.html,.html,20379,2026-09-12T00:10:08.274942,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_11.html,15_9_F_15_D_2013_12_11.html,.html,20387,2026-09-12T00:10:12.181416,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_12.html,15_9_F_15_D_2013_12_12.html,.html,18983,2026-09-12T00:10:15.481896,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_13.html,15_9_F_15_D_2013_12_13.html,.html,17731,2026-09-12T00:10:19.281553,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_14.html,15_9_F_15_D_2013_12_14.html,.html,17895,2026-09-12T00:10:22.977384,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_15.html,15_9_F_15_D_2013_12_15.html,.html,17721,2026-09-12T00:10:26.038922,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_16.html,15_9_F_15_D_2013_12_16.html,.html,20842,2026-09-12T00:10:29.619705,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_17.html,15_9_F_15_D_2013_12_17.html,.html,16668,2026-09-12T00:10:32.554514,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_18.html,15_9_F_15_D_2013_12_18.html,.html,22650,2026-09-12T00:10:36.047277,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_19.html,15_9_F_15_D_2013_12_19.html,.html,21430,2026-09-12T00:10:39.700221,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_20.html,15_9_F_15_D_2013_12_20.html,.html,19847,2026-09-12T00:10:43.283818,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_21.html,15_9_F_15_D_2013_12_21.html,.html,13240,2026-09-12T00:10:46.323308,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_27.html,15_9_F_15_D_2013_12_27.html,.html,16023,2026-09-12T00:10:49.487967,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_28.html,15_9_F_15_D_2013_12_28.html,.html,21525,2026-09-12T00:10:53.545721,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_29.html,15_9_F_15_D_2013_12_29.html,.html,21243,2026-09-12T00:10:56.499749,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_30.html,15_9_F_15_D_2013_12_30.html,.html,20371,2026-09-12T00:10:59.580371,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2013_12_31.html,15_9_F_15_D_2013_12_31.html,.html,12607,2026-09-12T00:11:02.678854,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_01.html,15_9_F_15_D_2014_01_01.html,.html,13664,2026-09-12T00:11:05.981413,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_02.html,15_9_F_15_D_2014_01_02.html,.html,12625,2026-09-12T00:11:09.225114,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_03.html,15_9_F_15_D_2014_01_03.html,.html,12049,2026-09-12T00:11:12.307893,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_04.html,15_9_F_15_D_2014_01_04.html,.html,18794,2026-09-12T00:11:15.471220,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_05.html,15_9_F_15_D_2014_01_05.html,.html,17863,2026-09-12T00:11:19.163131,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_06.html,15_9_F_15_D_2014_01_06.html,.html,12143,2026-09-12T00:11:21.726456,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_07.html,15_9_F_15_D_2014_01_07.html,.html,14202,2026-09-12T00:11:25.276906,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_08.html,15_9_F_15_D_2014_01_08.html,.html,17513,2026-09-12T00:11:28.262146,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_09.html,15_9_F_15_D_2014_01_09.html,.html,16692,2026-09-12T00:11:31.380331,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_10.html,15_9_F_15_D_2014_01_10.html,.html,18491,2026-09-12T00:11:35.345719,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_11.html,15_9_F_15_D_2014_01_11.html,.html,18441,2026-09-12T00:11:38.960533,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_12.html,15_9_F_15_D_2014_01_12.html,.html,18326,2026-09-12T00:11:42.396059,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_13.html,15_9_F_15_D_2014_01_13.html,.html,19156,2026-09-12T00:11:45.543036,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_14.html,15_9_F_15_D_2014_01_14.html,.html,16883,2026-09-12T00:11:49.539129,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_15.html,15_9_F_15_D_2014_01_15.html,.html,19959,2026-09-12T00:11:53.306962,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2014_01_16.html,15_9_F_15_D_2014_01_16.html,.html,15363,2026-09-12T00:11:56.401996,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_06.html,15_9_F_15_D_2015_08_06.html,.html,11142,2026-09-12T00:11:59.541280,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_07.html,15_9_F_15_D_2015_08_07.html,.html,12446,2026-09-12T00:12:02.536366,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_08.html,15_9_F_15_D_2015_08_08.html,.html,15428,2026-09-12T00:12:05.785237,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_09.html,15_9_F_15_D_2015_08_09.html,.html,14940,2026-09-12T00:12:09.448906,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_10.html,15_9_F_15_D_2015_08_10.html,.html,16055,2026-09-12T00:12:13.129239,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_11.html,15_9_F_15_D_2015_08_11.html,.html,11434,2026-09-12T00:12:16.492801,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_12.html,15_9_F_15_D_2015_08_12.html,.html,12727,2026-09-12T00:12:19.570489,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_13.html,15_9_F_15_D_2015_08_13.html,.html,17436,2026-09-12T00:12:24.464216,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_14.html,15_9_F_15_D_2015_08_14.html,.html,15744,2026-09-12T00:12:28.642437,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_15.html,15_9_F_15_D_2015_08_15.html,.html,18547,2026-09-12T00:12:31.890571,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_16.html,15_9_F_15_D_2015_08_16.html,.html,11612,2026-09-12T00:12:35.307253,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2015_08_17.html,15_9_F_15_D_2015_08_17.html,.html,9672,2026-09-12T00:12:38.779612,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_09.html,15_9_F_15_D_2016_07_09.html,.html,12839,2026-09-12T00:12:41.610656,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_10.html,15_9_F_15_D_2016_07_10.html,.html,15586,2026-09-12T00:12:45.220038,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_11.html,15_9_F_15_D_2016_07_11.html,.html,12977,2026-09-12T00:12:48.078631,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_12.html,15_9_F_15_D_2016_07_12.html,.html,15479,2026-09-12T00:12:51.303264,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_13.html,15_9_F_15_D_2016_07_13.html,.html,13977,2026-09-12T00:12:54.976811,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_14.html,15_9_F_15_D_2016_07_14.html,.html,18220,2026-09-12T00:12:58.474911,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_15.html,15_9_F_15_D_2016_07_15.html,.html,17452,2026-09-12T00:13:02.454750,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_16.html,15_9_F_15_D_2016_07_16.html,.html,17355,2026-09-12T00:13:05.730056,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_17.html,15_9_F_15_D_2016_07_17.html,.html,20183,2026-09-12T00:13:09.027728,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_18.html,15_9_F_15_D_2016_07_18.html,.html,17730,2026-09-12T00:13:12.118851,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_19.html,15_9_F_15_D_2016_07_19.html,.html,15687,2026-09-12T00:13:15.389590,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_20.html,15_9_F_15_D_2016_07_20.html,.html,17588,2026-09-12T00:13:19.017792,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_21.html,15_9_F_15_D_2016_07_21.html,.html,19296,2026-09-12T00:13:22.564871,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_22.html,15_9_F_15_D_2016_07_22.html,.html,19446,2026-09-12T00:13:25.926630,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_23.html,15_9_F_15_D_2016_07_23.html,.html,19350,2026-09-12T00:13:30.362468,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_24.html,15_9_F_15_D_2016_07_24.html,.html,18646,2026-09-12T00:13:34.213636,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_25.html,15_9_F_15_D_2016_07_25.html,.html,19490,2026-09-12T00:13:37.762181,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_26.html,15_9_F_15_D_2016_07_26.html,.html,15700,2026-09-12T00:13:41.147629,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_27.html,15_9_F_15_D_2016_07_27.html,.html,15635,2026-09-12T00:13:45.443699,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_28.html,15_9_F_15_D_2016_07_28.html,.html,22376,2026-09-12T00:13:49.456294,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_07_29.html,15_9_F_15_D_2016_07_29.html,.html,12226,2026-09-12T00:13:52.632852,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_09_16.html,15_9_F_15_D_2016_09_16.html,.html,18512,2026-09-12T00:13:56.036340,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_09_17.html,15_9_F_15_D_2016_09_17.html,.html,24491,2026-09-12T00:13:59.570931,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_10_18.html,15_9_F_15_D_2016_10_18.html,.html,16674,2026-09-12T00:14:03.878817,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_15_D_2016_10_19.html,15_9_F_15_D_2016_10_19.html,.html,14610,2026-09-12T00:14:07.314594,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2007_12_02.html,15_9_F_1_2007_12_02.html,.html,18602,2026-09-12T00:14:10.539937,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2007_12_03.html,15_9_F_1_2007_12_03.html,.html,24968,2026-09-12T00:14:14.126970,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2007_12_04.html,15_9_F_1_2007_12_04.html,.html,18223,2026-09-12T00:14:17.521484,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2007_12_05.html,15_9_F_1_2007_12_05.html,.html,12683,2026-09-12T00:14:20.469942,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_22.html,15_9_F_1_2013_07_22.html,.html,13356,2026-09-12T00:14:23.657271,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_23.html,15_9_F_1_2013_07_23.html,.html,17106,2026-09-12T00:14:26.887222,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_24.html,15_9_F_1_2013_07_24.html,.html,16822,2026-09-12T00:14:30.158330,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_25.html,15_9_F_1_2013_07_25.html,.html,19080,2026-09-12T00:14:33.900807,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_26.html,15_9_F_1_2013_07_26.html,.html,18354,2026-09-12T00:14:37.279700,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_27.html,15_9_F_1_2013_07_27.html,.html,21146,2026-09-12T00:14:42.135264,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_28.html,15_9_F_1_2013_07_28.html,.html,19895,2026-09-12T00:14:45.885324,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_29.html,15_9_F_1_2013_07_29.html,.html,18263,2026-09-12T00:14:49.194990,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_30.html,15_9_F_1_2013_07_30.html,.html,14927,2026-09-12T00:14:52.647502,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_07_31.html,15_9_F_1_2013_07_31.html,.html,16030,2026-09-12T00:14:56.171162,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_01.html,15_9_F_1_2013_08_01.html,.html,18451,2026-09-12T00:14:59.670672,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_02.html,15_9_F_1_2013_08_02.html,.html,17180,2026-09-12T00:15:02.763326,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_03.html,15_9_F_1_2013_08_03.html,.html,20358,2026-09-12T00:15:06.063823,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_04.html,15_9_F_1_2013_08_04.html,.html,22010,2026-09-12T00:15:10.680318,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_05.html,15_9_F_1_2013_08_05.html,.html,20551,2026-09-12T00:15:14.539927,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_06.html,15_9_F_1_2013_08_06.html,.html,19755,2026-09-12T00:15:17.629013,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_07.html,15_9_F_1_2013_08_07.html,.html,24932,2026-09-12T00:15:21.056098,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_08.html,15_9_F_1_2013_08_08.html,.html,23828,2026-09-12T00:15:24.465865,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_09.html,15_9_F_1_2013_08_09.html,.html,20478,2026-09-12T00:15:28.013491,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_10.html,15_9_F_1_2013_08_10.html,.html,19923,2026-09-12T00:15:31.809049,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_11.html,15_9_F_1_2013_08_11.html,.html,16551,2026-09-12T00:15:35.244863,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_12.html,15_9_F_1_2013_08_12.html,.html,21908,2026-09-12T00:15:38.735832,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_13.html,15_9_F_1_2013_08_13.html,.html,17205,2026-09-12T00:15:42.194605,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_14.html,15_9_F_1_2013_08_14.html,.html,22317,2026-09-12T00:15:46.955943,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_15.html,15_9_F_1_2013_08_15.html,.html,22086,2026-09-12T00:15:50.684501,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_16.html,15_9_F_1_2013_08_16.html,.html,24867,2026-09-12T00:15:54.154282,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_17.html,15_9_F_1_2013_08_17.html,.html,23156,2026-09-12T00:15:57.761977,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_18.html,15_9_F_1_2013_08_18.html,.html,23416,2026-09-12T00:16:02.093204,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_19.html,15_9_F_1_2013_08_19.html,.html,22454,2026-09-12T00:16:05.663292,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_20.html,15_9_F_1_2013_08_20.html,.html,16662,2026-09-12T00:16:09.305329,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_21.html,15_9_F_1_2013_08_21.html,.html,22092,2026-09-12T00:16:12.762776,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_22.html,15_9_F_1_2013_08_22.html,.html,20248,2026-09-12T00:16:16.348022,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_23.html,15_9_F_1_2013_08_23.html,.html,21698,2026-09-12T00:16:19.662413,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_2013_08_24.html,15_9_F_1_2013_08_24.html,.html,18130,2026-09-12T00:16:23.004213,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_A_2013_08_24.html,15_9_F_1_A_2013_08_24.html,.html,23344,2026-09-12T00:16:26.603951,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_A_2013_08_25.html,15_9_F_1_A_2013_08_25.html,.html,21976,2026-09-12T00:16:29.732747,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_A_2013_08_26.html,15_9_F_1_A_2013_08_26.html,.html,25051,2026-09-12T00:16:33.431350,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_A_2013_08_27.html,15_9_F_1_A_2013_08_27.html,.html,27820,2026-09-12T00:16:38.254614,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_A_2013_08_28.html,15_9_F_1_A_2013_08_28.html,.html,23294,2026-09-12T00:16:41.758535,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_A_2013_08_29.html,15_9_F_1_A_2013_08_29.html,.html,19188,2026-09-12T00:16:45.090446,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_A_2013_08_30.html,15_9_F_1_A_2013_08_30.html,.html,19705,2026-09-12T00:16:48.865532,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_08_30.html,15_9_F_1_B_2013_08_30.html,.html,17889,2026-09-12T00:16:53.289758,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_08_31.html,15_9_F_1_B_2013_08_31.html,.html,21689,2026-09-12T00:16:56.604988,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_01.html,15_9_F_1_B_2013_09_01.html,.html,23908,2026-09-12T00:16:59.892819,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_02.html,15_9_F_1_B_2013_09_02.html,.html,23884,2026-09-12T00:17:03.038900,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_03.html,15_9_F_1_B_2013_09_03.html,.html,20171,2026-09-12T00:17:07.669212,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_05.html,15_9_F_1_B_2013_09_05.html,.html,17110,2026-09-12T00:17:10.902160,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_06.html,15_9_F_1_B_2013_09_06.html,.html,26869,2026-09-12T00:17:14.494573,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_07.html,15_9_F_1_B_2013_09_07.html,.html,24149,2026-09-12T00:17:19.801100,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_08.html,15_9_F_1_B_2013_09_08.html,.html,20837,2026-09-12T00:17:23.440437,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_09.html,15_9_F_1_B_2013_09_09.html,.html,26654,2026-09-12T00:17:27.434116,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_10.html,15_9_F_1_B_2013_09_10.html,.html,18886,2026-09-12T00:17:31.213844,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_11.html,15_9_F_1_B_2013_09_11.html,.html,20745,2026-09-12T00:17:34.689296,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_12.html,15_9_F_1_B_2013_09_12.html,.html,20223,2026-09-12T00:17:37.896625,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_13.html,15_9_F_1_B_2013_09_13.html,.html,23981,2026-09-12T00:17:41.277227,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_14.html,15_9_F_1_B_2013_09_14.html,.html,18604,2026-09-12T00:17:44.541904,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_15.html,15_9_F_1_B_2013_09_15.html,.html,16267,2026-09-12T00:17:48.303311,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_16.html,15_9_F_1_B_2013_09_16.html,.html,13105,2026-09-12T00:17:51.667753,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_17.html,15_9_F_1_B_2013_09_17.html,.html,13183,2026-09-12T00:17:54.593073,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_18.html,15_9_F_1_B_2013_09_18.html,.html,13085,2026-09-12T00:17:57.518604,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_19.html,15_9_F_1_B_2013_09_19.html,.html,16337,2026-09-12T00:18:00.930418,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_20.html,15_9_F_1_B_2013_09_20.html,.html,18884,2026-09-12T00:18:04.391606,text/html
Well_technical_data\Daily Drilling Report - HTML Version\15_9_F_1_B_2013_09_21.html,15_9_F_1_B_2013_09_21.html,.html,15869,2026-09-12T00:18:07.719060,text/html
