report_id,well_name_file,report_date,seq,time_from,time_to,main_activity,activity_code,state,level1,level2,confidence,narrative,reviewer_verdict,reviewer_notes
15_9_F_4_2008-03-11,15_9_F_4,11-03-2008,10,22:30,00:00,drilling,bop activities,ok,Productive,BOP/Wellhead,high,"Tested 18 3/4"" surface BOP against test plug in subsea wellhead, 20/345 bar 5/10 min.",,
15_9_F_4_2008-03-12,15_9_F_4,12-03-2008,1,00:00,05:30,drilling,bop activities,ok,Productive,BOP/Wellhead,high,"Tested 18 3/4"" surface BOP against test plug in subsea wellhead, 20/345 bar 5/10 min.

Meanwhile performed derrick inspection, cleaned moonpool area and prepared for greasing manifolds.",,
15_9_19_ST2_1997-07-21,15_9_19_ST2,21-07-1997,11,20:00,21:00,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,M/U BACK-UP WB TO R/T. RIH AND SET WB.,,
15_9_F_11_T2_2013-04-09,15_9_F_11_T2,09-04-2013,2,00:30,05:30,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,RIH with HP Drilling Riser from 65 m to 103 m.,,
15_9_F_11_T2_2013-04-10,15_9_F_11_T2,10-04-2013,7,17:00,18:00,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,"Held pre-job meeting prior to pressure test riser and 20"" casing.
Rigged up cement hose and lo-torq valve on drill floor.
Attempted to pressure test lines and hose to 150 bar.
Not able to obtain line test.",,
15_9_F_12_2007-07-16,15_9_F_12,16-07-2007,13,12:00,12:30,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,Cleared and tidied rig floor prior to run HPDR.,,
15_9_F_12_2007-09-10,15_9_F_12,10-09-2007,4,04:30,05:15,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,Made up stand of drillpipe. Emptied BOP for water by blowing air down the DP.,,
15_9_F_12_2007-09-10,15_9_F_12,10-09-2007,11,12:15,17:00,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,"Attempted to release lock ring on overshot. Used, C-spanner, chain hoists slings",,
15_9_F_15_C_2009-02-02,15_9_F_15_C,02-02-2009,3,03:30,04:30,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,"Lifted TBC/stress joint from cantiliver until handling sub was latched into TDS. Unhooked uppermost sling and lifted TBC/stress joint with TDS until it was hanging vertically. Lifted hot-stab to drill floor.

Meanwhile installed VX-ring using ROV.",,
15_9_F_15_C_2009-02-05,15_9_F_15_C,05-02-2009,2,03:00,04:00,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,POOH 5-10 m with PR. Untangled 6 mT guide wire and hot-stab rope. Disconnected guide wire clamp from TBC. RIH and hung off PR in riser spider.,,
15_9_F_15_D_2013-12-12,15_9_F_15_D,12-12-2013,6,05:30,07:00,completion,bop/wellhead equipment,ok,Productive,Completion,high,"Picked up tieback connector and stress joint, landed same in riser spider.
Picked up lower riser pup joint from cantilever.",,
15_9_F_1_C_2014-03-25,15_9_F_1_C,25-03-2014,21,19:00,19:15,completion,bop/wellhead equipment,ok,Productive,Completion,high,Held TBT for ongoing crew.,,
15_9_F_1_C_2014-03-30,15_9_F_1_C,30-03-2014,8,08:30,09:15,completion,bop/wellhead equipment,ok,Productive,Completion,high,Installed Slick joint and Diverter.,,
15_9_F_4_2007-10-22,15_9_F_4,22-10-2007,9,12:15,12:45,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,Removed diverter from rotary.,,
15_9_F_4_2008-03-27,15_9_F_4,27-03-2008,17,21:45,00:00,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,Held tool box talk and applied 130 MT on to the string. Commenced to remove tension cylinders.,,
15_9_F_7_2007-10-03,15_9_F_7,03-10-2007,6,11:00,11:30,drilling,bop/wellhead equipment,ok,Productive,BOP/Wellhead,high,"Took out the PS-21 slips and installed the 10"" diverter inserts, re-installed the PS-21 slips.",,
15_9_F_10_2009-05-15,15_9_F_10,15-05-2009,13,15:15,21:45,drilling,casing,ok,Productive,Casing/Cementing,high,"RIH with 9 5/8"" liner from surface to 923 m. Floats tested in shoe joint. Filled every stand. Checked PRS and slip dies every 10 stands. Running speed: 142 m/ hr.",,
15_9_F_11_2013-03-14,15_9_F_11,14-03-2013,21,20:00,21:00,drilling,casing,ok,Productive,Casing/Cementing,high,"Stabbed 30"" conductor shoe into F-11 template funnel with ROV assistance. Held pre-job meeting evaluating risk of running in open hole riserless. Recorded Recorded Up/Down wt. 106/100 MT. RIH 30"" conductor from 143 m to 36"" TD at 202 m, recorded Up/Down weight 102/97 MT.",,
15_9_F_11_B_2013-06-03,15_9_F_11_B,03-06-2013,1,00:00,03:30,drilling,casing,ok,Productive,Casing/Cementing,high,"RIH with 53.5 ppf 9 5/8"" casing from 827 m to 1270 m . Filled casing every joint. 
Average running rate10 joints/hr.",,
15_9_F_12_2007-08-28,15_9_F_12,28-08-2007,18,20:45,21:00,drilling,casing,ok,Productive,Casing/Cementing,high,Held tool box talk prior to pick BOP and WH clean out assy.,,
15_9_F_12_2007-09-06,15_9_F_12,06-09-2007,11,17:30,18:00,drilling,casing,ok,Productive,Casing/Cementing,high,Held toolbox talk. Removed automatic slips from rotary.,,
15_9_F_12_2008-01-22,15_9_F_12,22-01-2008,3,14:30,17:00,drilling,casing,ok,Productive,Casing/Cementing,high,"MU and RIH with toolstring to 2450 m. Correlated depth to tally using CCL and fired 1 11/16"" HNS Puncher at 2395-2392 m MD.",,
15_9_F_14_2007-11-15,15_9_F_14,15-11-2007,10,15:15,16:00,drilling,casing,ok,Productive,Casing/Cementing,high,"Held tool box prior to laying out the landing string. Laid out pup jnts. and HWDP landing string and checked serial numbers. Measured length using a laser measure, racked back landing string in derrick.",,
15_9_F_14_2008-05-20,15_9_F_14,20-05-2008,10,09:00,09:30,drilling,casing,ok,Productive,Casing/Cementing,high,Reverted to emergency release procedure. Rotated string 13 times counterclockwise until torque bulid up of 10 000 Nm. Attempted to pull free with 40 MT overpull - nogo. Repeated emergency release procedure but got same negative result.,,
15_9_F_14_2008-06-17,15_9_F_14,17-06-2008,22,20:30,23:15,drilling,casing,ok,Productive,Casing/Cementing,high,"Continued RIH with 7"" line on 5Â½"" DP from 1294m to 2222m. Filled every 5'th stand, duration for filling 10-15min. Trip time 338 m/hour. Iron roughneck spinner failed.",,
15_9_F_15_2007-11-21,15_9_F_15,21-11-2007,7,08:45,09:30,drilling,casing,ok,Productive,Casing/Cementing,high,"Made up X/O to CART, and then chained tong onto aluminium inner string. Installed inclinometer and 2"" vent valve (valve open) on CART.",,
15_9_F_15_2008-10-04,15_9_F_15,04-10-2008,2,00:30,02:00,drilling,casing,ok,Productive,Casing/Cementing,high,"RIH with 9 5/8"" csg from 1790 m to 1835 m. Filled every 5 joints using laFleur tool. Tripping speed: 2-3 jnts/hr. Nocked off fitting on BX-elevator.",,
15_9_F_15_A_2008-12-18,15_9_F_15_A,18-12-2008,19,22:45,00:00,drilling,casing,ok,Productive,Casing/Cementing,high,Halted operations due to incident on pipedeck. A wooden beam came flying over the HTS and landed accross the gangway on the oposite side of the HTS (i.e. starboard side). Took time out for investigation and debrief / safety brief.,,
15_9_F_15_A_2008-12-20,15_9_F_15_A,20-12-2008,3,15:15,16:30,drilling,casing,ok,Productive,Casing/Cementing,high,RD and LO Tesco tool.,,
15_9_F_15_C_2009-02-10,15_9_F_15_C,10-02-2009,9,10:30,12:30,drilling,casing,ok,Productive,Casing/Cementing,high,LO adjustment sub assembly and spear assembly. Cleared rig floor off excess equipment.,,
15_9_F_15_D_2013-11-20,15_9_F_15_D,20-11-2013,12,14:45,15:00,drilling,casing,ok,Productive,Casing/Cementing,high,Pressure tested surface line to 20/345 bar for 5/10 min.,,
15_9_F_15_D_2013-12-04,15_9_F_15_D,04-12-2013,14,09:00,09:15,drilling,casing,ok,Productive,Casing/Cementing,high,"Performed pre-job meeting prior to run 7"" liner.",,
15_9_F_15_D_2013-12-15,15_9_F_15_D,15-12-2013,11,18:15,18:30,drilling,casing,ok,Productive,Casing/Cementing,high,"Held pre-job meeting prior to run 10 3/4"" tie-back casing.",,
15_9_F_15_D_2013-12-16,15_9_F_15_D,16-12-2013,3,01:15,01:30,drilling,casing,ok,Productive,Casing/Cementing,high,Performed pre-job meeting prior to rigging down casing handling equipment.,,
15_9_F_1_B_2013-09-23,15_9_F_1_B,23-09-2013,21,21:30,22:45,drilling,casing,ok,Productive,Casing/Cementing,high,"Rigged up swedge and hose for tie-back adapter test.
Flushed lines and tested lines to 345 bar - 5 minutes.
Pressure tested tie-back adapter to 20 / 345 bar - 5 / 10 minutes. Observed B annulus at multibowl.
Pumped 486 liter, bled back 486 liter.
Rigged down swedge and hose.",,
15_9_F_1_B_2013-09-24,15_9_F_1_B,24-09-2013,9,08:00,10:00,drilling,casing,ok,Productive,Casing/Cementing,high,"Picked up 10 3/4 MS-T seal assembly RT and made up same to 5 1/2"" DP.
Connected hydraulic lines to RT and flushed through same.
Function tested 10 3/4"" MS-T seal assembly.
Installed  MS-T seal on RT.
RIH with seal assembly on 5 1/2"" DP, landed off at 20,75 meter.
Locked seal assembly into riser, confirmed lock with 10 Ton overpull.
Set MS-T seal assembly.",,
15_9_F_4_2007-10-19,15_9_F_4,19-10-2007,1,00:00,01:00,drilling,casing,ok,Productive,Casing/Cementing,high,"Displaced cement with 89,5 m3 / 4080 strokes seawater at 3000 lpm. Slowed down to 1200 lpm / SPP 70 bar prior to bumping plug. Bumped plug with 140 bar and held pressure for 10 min - ok. Lined back to cement unit and bled back 940 liter before returns stopped.",,
15_9_F_4_2008-03-01,15_9_F_4,01-03-2008,1,00:00,01:30,drilling,casing,ok,Productive,Casing/Cementing,high,"RIH with 7"" liner from 734 m to 842 m MD, filling every 5th joint. Max running speed was 5 joints/hr. Filled liner completely before picking up hanger assembly.",,
15_9_F_4_2008-03-11,15_9_F_4,11-03-2008,6,14:45,17:45,drilling,casing,ok,Productive,Casing/Cementing,high,"RD csg tong and 7"" liner handling equipment. 

Meanwhile performed csg test. Observed pressure rise to 290 bar before dropping, 2426 ltrs pumped and 1600 ltrs returned.",,
15_9_F_4_2008-04-03,15_9_F_4,03-04-2008,9,08:30,09:00,drilling,casing,ok,Productive,Casing/Cementing,high,Held toolbox talk prior to retrieving annulus insert.,,
15_9_F_4_2008-04-03,15_9_F_4,03-04-2008,17,14:15,14:30,drilling,casing,ok,Productive,Casing/Cementing,high,Opened annular. Attempted to pull free - had 18 MT overpull. Continued rotating left and came free with annular insert.,,
15_9_F_4_2008-04-03,15_9_F_4,03-04-2008,21,16:45,17:00,drilling,casing,ok,Productive,Casing/Cementing,high,Broke out annular insert RT. Worked to free annular insert free from J-slot running tool due to debris jamming the sleeve.,,
15_9_F_4_2008-04-07,15_9_F_4,07-04-2008,12,10:00,10:45,drilling,casing,ok,Productive,Casing/Cementing,high,"Broke out RT and laid down same. Laid out 2 joints of 5 1/2"" DP.",,
15_9_F_5_2008-07-24,15_9_F_5,24-07-2008,8,06:00,07:00,drilling,casing,ok,Productive,Casing/Cementing,high,"RIH with 10 3/4"" x 9 5/8"" csg on 5Â½"" HWDP landing string. P/U M/U cement head to top drive.",,
15_9_F_5_2008-08-01,15_9_F_5,01-08-2008,5,05:00,05:30,drilling,casing,ok,Productive,Casing/Cementing,high,"Continued RIH 7"" liner in stands from 863m to 969m. Filled every 2'ed stds. Trip time 212 m/hour.  (17.5 jnt/hour)",,
15_9_F_5_2008-08-14,15_9_F_5,14-08-2008,2,00:45,01:15,drilling,casing,ok,Productive,Casing/Cementing,high,"Discussed situation. Decided to pull 10 3/4"" tie-back casing for cleaning well.",,
15_9_F_15_C_2013-10-25,15_9_F_15_C,25-10-2013,3,05:30,08:30,plug abandon,cement plug,ok,Productive,Plug & Abandon,high,"Took weight @2793 m. Pulled up to 2761 m, broke circulation 1000 lpm, 81 bar. Washed  in hole with 500 lpm, 40 bar from 2761 m and tagged top of plug @ 3052,6 m with 2 tons.",,
15_9_F_15_C_2013-11-09,15_9_F_15_C,09-11-2013,10,13:15,13:30,plug abandon,cement plug,ok,Productive,Plug & Abandon,high,Performed pre-job meeting.,,
15_9_F_15_D_2016-09-17,15_9_F_15_D,17-09-2016,26,10:45,11:15,plug abandon,cement plug,ok,Productive,Plug & Abandon,high,"POOH with 5,5in DP from 687m to 500m w/ 2 min/stand. Flowback observed from 566m to 500m. M/U TDS and monitored pressure - 1 bar on standpipe gauge",,
15_9_F_4_2016-10-06,15_9_F_4,06-10-2016,9,04:30,06:00,plug abandon,cement plug,ok,Productive,Plug & Abandon,high,"Started to circulate well to sea water. Staged up pumps to 3000 l/min - 78bar. Observed dirty fluid in returns. OIW reading is above 100ppm. No gas. After 50m3 pumped pulled 3m above combination wiper plug. Continued circulating. Shakers overflowed, reduced the rate to 2200l/min - 56bar. Circulated additional 112 m3. Observed clear returns after total of 162 m3 pumped. OIW content less than 30 ppm. Stopped pumps. Installed pump in sub w/ LT valve.",,
15_9_19_A_1997-08-15,15_9_19_A,15-08-1997,10,18:30,20:30,formation evaluation,circulating conditioning,ok,Productive,Circulating,medium,"CIRC BTM'S UP IN ORDER TO CLEAN WELL FOR GAS. MAX PEAK FROM PREVIOUS CORING; 15,2 %. CIRC GAS LEVEL DOWN TO 0,9 %.",agreed,
15_9_19_A_1997-08-20,15_9_19_A,20-08-1997,2,01:00,03:30,formation evaluation,circulating conditioning,ok,Productive,Circulating,medium,"CIRCULATED BTM UP TO CLEAN WELL FROM CORING GAS. MAX GAS 2,9 % DECLINED TO 0,15 %. FLOW CHECKED, OK.",agreed,
15_9_19_A_1997-10-05,15_9_19_A,05-10-1997,7,22:00,23:30,formation evaluation,circulating conditioning,ok,Productive,Circulating,medium,BROKE CIRCULATION AND CIRCULATED BOTTOMS UP.,agreed,
15_9_19_S_1992-12-09,15_9_19_S,09-12-1992,3,18:00,20:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,"CIRCULATED AND ROTATED STRING 180 RPM.PUMPED 8 M3 1,6 SG HI VIS PILL.",agreed,
15_9_19_ST2_1993-01-11,15_9_19_ST2,11-01-1993,4,11:30,15:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,"CIRCULATED BOTTOMS UP FOR FORMATION SAMPLE. PUMPED 2200 LPM, 20 AND 160 RPM.",agreed,
15_9_19_ST2_1993-03-05,15_9_19_ST2,05-03-1993,2,02:00,02:30,drilling,circulating conditioning,ok,Productive,Circulating,medium,FILLED PIPE.  BROKE CIRCULATION AND CIRCULATED A RISER VOLUME.,agreed,
15_9_F_10_2009-05-01,15_9_F_10,01-05-2009,10,05:15,06:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Picked 1 stand of 5 1/2"" HWDP and connected jet sub. RIH and jetted BOP.",agreed,
15_9_F_11_T2_2013-05-14,15_9_F_11_T2,14-05-2013,10,19:00,19:30,drilling,circulating conditioning,ok,Productive,Circulating,medium,Engaged top drive and filled pipe. Established circulation with 2200 lpm and 123 bar.,agreed,
15_9_F_12_2007-07-01,15_9_F_12,01-07-2007,4,12:00,14:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Circulated 2 x btms up, 2250 lpm/108 bar, 125 rpm/2-5 kNm.",agreed,
15_9_F_15_2007-12-27,15_9_F_15,27-12-2007,4,03:45,06:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Displaced open hole to 1.40 sg mud. Flow 4000-5000 lpm/ 135-260 bars Torque 6-8 kNm / String RPM 40 / Bit RPM 160-190. Reciprocated the string
Drag at 1365 m / 200 lpm /  up/down weight 150/130 MT.",agreed,
15_9_F_15_2008-09-20,15_9_F_15,20-09-2008,19,22:30,23:30,drilling,circulating conditioning,ok,Productive,Circulating,medium,Pumped 9 m3 LCM pill at 2000 lpm. Chased LCM with 26 m3 seawater. Found that diplacement/spotting of pill was wrong and that the pill had been overdisplaced/dilluted with approx 8 m3 seawater. Discussed situation. Decided to circulate out LCM pill and mix new LCM.,NPT- Other/ Unclassified,"Displacement/spotting calculation error,  human or procedural error, not a mechanical failure."
15_9_F_15_2008-09-21,15_9_F_15,21-09-2008,5,04:00,04:30,drilling,circulating conditioning,ok,Productive,Circulating,medium,Flowchecked well - well static. Held toolbox talk prior to displacing well to OBM.,agreed,
15_9_F_15_2008-09-21,15_9_F_15,21-09-2008,29,22:30,00:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Broke circulation and stepped up rate to 2500 lpm / SPP 82 bar. Observed sudden drop in pump pressure of 8 bar after pumping for 10 mins. Increased pump rate to 3500 lpm / SPP 131 bar. Observed steady flow of LCM, clays and rubber over shakers. Also found a few small chunks of cement. Meanwhile troubleshot ZMS / VICIS / control system.",NPT - Surface Equipment/Repair/Maintenance,Productive + NPT simultaneously = NPT wins
15_9_F_15_2008-09-29,15_9_F_15,29-09-2008,4,18:00,22:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,Circulated well clean with 3 x BU while reaming from 2536 m to 2500 m with 4000 lpm / SPP 245 bar / 120 rpm / torque 10-14 k Nm.,agreed,
15_9_F_15_2008-11-25,15_9_F_15,25-11-2008,3,02:15,06:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Conditioned the mud weight to 1.35 SG with 800-1000 l/m, 52-62 bars SPP, 10 rpm.",agreed,
15_9_F_15_A_2008-12-30,15_9_F_15_A,30-12-2008,1,00:00,01:15,drilling,circulating conditioning,ok,Productive,Circulating,medium,Continued circulating hole clean while reaming from 2616 m to 2610 m (all tools in open hole). Parameters : 2150 lpm / SPP 130 bar / 140 RPM / torque 8-10 kNm. Observed red fiber-glass material and swarf comming over the shakers. A total of 2 btms up pumped.,agreed,
15_9_F_15_A_2008-12-30,15_9_F_15_A,30-12-2008,7,06:00,07:45,drilling,circulating conditioning,ok,Productive,Circulating,medium,Circulated out 5 m3 1.525 sg visc slug pill whilst reaming from 2615 m to 2576 m. Parameters : 2150 lpm / SPP 130 bar / 80-140 RPM / torque 8-10 kNm. Up weigh 152 MT / Rotational weight 136 MT / Down weight 128 MT.,agreed,
15_9_F_15_B_2009-01-17,15_9_F_15_B,17-01-2009,9,06:00,06:30,plug abandon,circulating conditioning,ok,Productive,Circulating,medium,Made up TDS to string. Washed and wiped string by chasing sponge balls with 2250 lpm / SPP ~170 bar. Rotated string at 120 RPM / torque ~10 kNm.,agreed,
15_9_F_15_D_2013-11-13,15_9_F_15_D,13-11-2013,6,23:00,00:00,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Circulated hole clean with 4500 liter/min, 280 bar.
3 x bottoms up.
Racked back one stand each bottoms up.",agreed,
15_9_F_15_D_2013-12-17,15_9_F_15_D,17-12-2013,9,11:15,11:45,completion,circulating conditioning,ok,Productive,Completion,high,"Rigged up 3 1/2"" DP handling equipment.",,
15_9_F_15_D_2013-12-17,15_9_F_15_D,17-12-2013,12,15:15,23:30,completion,circulating conditioning,ok,Productive,Completion,high,"Picked up 3 1/2"" DP singles while RIH with 6"" clean out BHA from 105 m to 940 m.
Average tripping speed 98 meter/hour.",,
15_9_F_1_C_2014-03-04,15_9_F_1_C,04-03-2014,21,15:30,16:15,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Circulated well clean and contitione mud weight to 1,28 SG with 3500 lpm, 200 bar, 20 rpm, 6-8 kNm. Max ECD 1,34 SG. prior to perform FIT. 
Reciprocated drill string from 2506 m to 2493 m.
Meanwhile lined up and tested lines from cement unit to 120 bar / 5 min.",agreed,
15_9_F_1_C_2014-03-20,15_9_F_1_C,20-03-2014,11,08:00,08:15,completion,circulating conditioning,ok,Productive,Completion,high,"M/U TDS, pulled pipe in tension and filled pipe.",,
15_9_F_1_C_2014-03-21,15_9_F_1_C,21-03-2014,16,09:45,10:00,completion,circulating conditioning,ok,Productive,Completion,high,Closed MFCT.,,
15_9_F_1_C_2014-03-21,15_9_F_1_C,21-03-2014,23,15:00,15:45,completion,circulating conditioning,ok,Productive,Completion,high,Broke circulation with 500 LPM/10 bar and increased in steps up to 1770 LPM/130 bar. Confirmed MFCT closed.,,
15_9_F_4_2007-10-23,15_9_F_4,23-10-2007,12,19:00,21:45,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Drilled shoetrack from 1348 m to 1350 m MD. Meanwhile held pre-job meeting before displacing well to 1,40 OBM. Emptied slurry holding tank into pit #1 and #5 to obtain more buffer for cuttings slurry. Pumped hi-vis .Displaced well from seawater to 110 m3 1,40 OBM. Stopped pumping when OBM interface at surface.",agreed,
15_9_F_4_2008-03-15,15_9_F_4,15-03-2008,12,17:45,19:00,completion,circulating conditioning,ok,Productive,Completion,high,Held tool box talk and picked up Weaterford PBR polish mill.,,
15_9_F_5_2008-08-03,15_9_F_5,03-08-2008,15,14:45,15:45,completion,circulating conditioning,ok,Productive,Completion,high,Picked up and made up celaning assembly #3. Picked up and made up cleaning assembly #4 - MFCT / well patroller / wellsweep magnets.,,
15_9_F_7_2007-10-08,15_9_F_7,08-10-2007,1,00:00,02:45,completion,circulating conditioning,ok,Productive,Completion,high,"Continued swabbing the well 3 times using 3 strokes at the time with stroke length of 35 m. Swabbing speed 40 and 50 m/min. Losses 1200, 700 and 600 lpm. Filled up trip tank and observed final loss rate of 300 lpm.",,
15_9_F_9_2007-11-30,15_9_F_9,30-11-2007,2,01:45,02:30,drilling,circulating conditioning,ok,Productive,Circulating,medium,"Circulated 1,5 times bottoms up while reaming hole with 10 rpm. Swept hole with 25 m3 hi-vis at 4400 lpm. Displaced hole from seawater to 80 m3 1,40 sg WBM pumping at 4400 lpm.",agreed,
15_9_F_9_2008-09-01,15_9_F_9,01-09-2008,4,03:30,05:15,completion,circulating conditioning,ok,Productive,Completion,high,"MU magnet and csg brush assembly. MU SABS circulation sub assembly. Pulled master bushings and installed 10"" diverter inserts and PS21 when assemblies was below rotary. Re-installed master bushings.",,
15_9_F_9_2008-09-01,15_9_F_9,01-09-2008,8,08:30,10:30,completion,circulating conditioning,ok,Productive,Completion,high,Circulated and increased pump rate in steps to 3000 LPM. String rotation 40 RPM. Reciprocated the string while circulating between 1073 m and 1082 m inside shale formation. Circulated 1.2 x btms up. Brushed hanger setting area from 848 m to 857 m.,,
15_9_F_14_2008-06-25,15_9_F_14,25-06-2008,8,11:15,14:15,completion,completion string,ok,Productive,Completion,high,"Ran 7"" 29# S13%Cr110 tubing from 1565 m to 1732 m MD. Installed control line clamp/protector on every collar. Average running speed 55 m/hrs.",,
15_9_F_15_C_2013-10-14,15_9_F_15_C,14-10-2013,18,09:30,14:30,workover,completion string,ok,Productive,Workover,high,"POOH 7"" tubing including control lines from 450 m to surface. Removed clamps and spooled 4 ea control lines to reel while POOH.

Performed radiation spot checks on every 10th joint. Zero readings.",,
15_9_F_15_D_2014-01-03,15_9_F_15_D,03-01-2014,2,06:00,13:45,completion,completion string,ok,Productive,Completion,high,"Continued RIH with 7"" 29 ppf 13%CrS-110 VamTop tubing from 1892 to 2669 m. M/U cable clamp on every connection.
Difficulties to install clamps due to squared cable and changing dies on power tong on regular intervals.
Average speed: 8,5 joints/hr",,
15_9_F_15_D_2014-01-03,15_9_F_15_D,03-01-2014,7,23:45,00:00,completion,completion string,ok,Productive,Completion,high,Held Toolbox Talk.,,
15_9_F_1_B_2013-09-25,15_9_F_1_B,25-09-2013,5,07:00,07:15,completion,completion string,ok,Productive,Completion,high,Performed pre-job meeting prior to RIH with completion string.,,
15_9_19_A_1997-08-19,15_9_19_A,19-08-1997,10,20:30,23:30,formation evaluation,core,ok,Productive,Formation Evaluation,high,CUTTED CORE NO 7 FROM 3990M TO 4017M. BROKE CORE WITH NO SIGNIFICANT OVERPULL.,,
15_9_19_BT2_1998-01-26,15_9_19_BT2,26-01-1998,9,13:30,14:30,plug abandon,cut,ok,Productive,Plug & Abandon,high,"PULLED 9 5/8"" X 10 3/4"" STRING FREE WITH NO ADDITIONAL OVERPULL. HAD TO MANUEVER STRING TO PULL CASING THROUGH THE ANNULARS. PU CASING HANGER 20 M ABOVE WELLHEAD. NOTE: CASING CUT NOW Ã˜ 1465 M; SPEAR Ã˜ 162 M.",,
15_9_F_14_2016-08-13,15_9_F_14,13-08-2016,19,16:45,17:45,plug abandon,cut,ok,Productive,Plug & Abandon,high,"Cut 14in csg at 80rpm, 2-5kNm, 220l/min, 7 bar. Increased to 300l/min, 12bar, 2-10kNm, 80rpm, then 400l/min, 32bar
Pressure slowly decreased to 11bar. Stopped pumping. Checked cut gap. Continued to cut to make sure csg is cut. 
Increased to 120rpm, 2-11kNm. Pressure dropped to 1bar. Casing cut @ 902m",,
15_9_F_15_2008-12-08,15_9_F_15,08-12-2008,9,04:45,05:00,plug abandon,cut,ok,Productive,Plug & Abandon,high,"Held toolbox talk for picking up 10 3/4"" bowen spear.",,
15_9_F_1_C_2016-06-30,15_9_F_1_C,30-06-2016,8,05:30,06:00,plug abandon,cut,ok,Productive,Plug & Abandon,high,P/U cutter BHA #22,,
15_9_F_10_2009-04-12,15_9_F_10,12-04-2009,3,01:45,03:45,drilling,drill,ok,Productive,Drilling,high,"Drilled 26"" hole from 217 m to 228 m MD. Drilling parameters : Flow 3500 lpm / SPP 48-95 bar / 40 RPM /  WOB < 1 MT / Torque 2-3 kNm. Observed erratic string and torque peaks of 6-7 kNm at 227 m MD. Secured string on Centralizer deck. Performed gmWD survey - out of specification. MWD survey inclination 0,21 deg.",,
15_9_F_10_2009-05-21,15_9_F_10,21-05-2009,1,00:00,02:15,drilling,drill,ok,Productive,Drilling,high,"Drilled 8 1/2"" hole from 3461 m to 3465 m. Parameters: 2366 lpm/ 192 bar, 80 RPM/ 13-16 kNm, WOB: 5-7 ton. ROP: 2-4 m/hr. ECD: 1,37 sg",,
15_9_F_11_B_2013-05-30,15_9_F_11_B,30-05-2013,3,18:30,19:00,drilling,drill,ok,Productive,Drilling,high,Reamed up off bottom to 2908 m MD. Sent down linked to Rips off and racked back stand.,,
15_9_F_11_T2_2013-04-19,15_9_F_11_T2,19-04-2013,2,05:00,06:00,drilling,drill,ok,Productive,Drilling,high,"Drilled and orientated 17 1/2"" hole from 1944 m to 1963 m at reduced ROP due to cuttings handling system with 4000 lpm, 240 bar, ECD 1.44 sg, WOB 4 MT, 140 rpm, 12-13 kNm, Inst. ROP 30 m/hr, Average ROP 19 m/hr.

Last survey: 1950.9m MD, 15.46 incl, 264.1 azimuth",,
15_9_F_11_T2_2013-05-04,15_9_F_11_T2,04-05-2013,7,21:30,00:00,drilling,drill,ok,Productive,Drilling,high,"Drilled and orientated 8 1/2"" hole from 4446m to 4464m with 2350 lpm, 230-232 bar, 140-180 rpm, 19-23 kNm, WOB 8-10 MT,  ECD 1.44 - 1.45 sg.

Average ROP: 7.2 m/hr.

Occationally drilled with reduced RPM due to hard stringers.",,
15_9_F_12_2007-06-22,15_9_F_12,22-06-2007,7,17:30,22:30,drilling,drill,ok,Productive,Drilling,high,"Continued to drill cmt/shoe track from 250 m until 26"" hole opener was out of 30"" conductor shoe; 3000 lpm, 50 rpm and 1-3 ton wob. Reamed shoe track every 1-2 m. Pumped 15 m3 1.12 sg hi-vis pill and circulated out same. Noticable increase in cuttings observed.",,
15_9_F_12_2007-07-07,15_9_F_12,07-07-2007,1,00:00,04:00,drilling,drill,ok,Productive,Drilling,high,"Cont. M/U 26"" BHA and RIH same. ROV monitored BHA entering funnel. RIH to one std above expected top cmt plug",,
15_9_F_12_2007-08-11,15_9_F_12,11-08-2007,3,06:00,14:00,drilling,drill,ok,Productive,Drilling,high,"MU and RIH with 12 1/4"" BHA from 69 m to 1327 m MD. Filled pipe every 10 stds. MU TDS and tested downhole tools at 3500 lpm, 168 bar at 1000 m.",,
