report_id,well_name_file,report_date,seq,time_from,time_to,main_activity,activity_code,state,level1,level2,confidence,narrative,reviewer_verdict,reviewer_notes
15_9_F_11_2013-03-19,15_9_F_11,19-03-2013,11,17:00,20:00,interruption,other,ok,NPT - Other,Unclassified,low,"Reamed orientated from  266 m to 281 m, 4500 lpm, 148 bar, WOB 0-1 MT",Productive/Drilling,
15_9_F_11_2013-03-19,15_9_F_11,19-03-2013,12,20:00,00:00,interruption,other,ok,NPT - Other,Unclassified,low,"Pulled back to 250 m and reamed orientated to 281 m, 4500 lpm, 148 bar, WOB 0-1 MT",Productive/Drilling,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,2,00:30,02:00,interruption,other,ok,NPT - Other,Unclassified,low,"Racked back 5 1/2"" DP stand. Inspected Top drive and Travelling block.

Meanwhile: Held DOP meeting.",NPT - Surface Equipment/Repair/Maintenance,TDS and travelling block inspection is unplanned equipment check 
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,3,02:00,04:30,interruption,other,ok,NPT - Other,Unclassified,low,"B/O and L/D 5 1/2"" DP single. R/U and ran wireline gyro. Orientated tool face and POOH recording wireline gyro surveys. R/D wireline lower sheave. Re-calculated projected well path.

Wireline Gyro Inclination Survey:
Survey station (m)   Inclination (deg)  Azi (deg)
        239                      0.49                  217.49           
        228                      0.48                  202.49
        218                      0.25                  195.59
        208                      0.21                  181.56
        202                      0.26                  233.95",Productive/Surveying,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,4,04:30,05:30,interruption,other,ok,NPT - Other,Unclassified,low,"Established drilling parameters. Orientated drilled 26"" hole from bottom at 281 m to 292 m and recorded OnTrack survey data.
Unable to record GyroTrack Survey data.

Inclination Survey (OnTrack):
Survey station (m)   Inclination (deg)
        270                      0.85",Productive/Drilling,Oriented drilling with survey monitoring is productive
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,5,05:30,06:00,interruption,other,ok,NPT - Other,Unclassified,low,R/U wireline lower sheave and ran wireline gyro.,Productive/Surveying,Setting up and running wireline gyro = planned survey operation
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,6,06:00,06:30,interruption,other,ok,NPT - Other,Unclassified,low,"Verified 26"" mud motor toolface and recorded wireline single shoot survey.
Re-calculated projected well path.

Wireline Gyro Inclination Survey:
Survey station (m)   Inclination (deg)  Azi (deg)
         251.3                      0.57              204.82",Productive/Surveying,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,7,06:30,07:00,interruption,other,ok,NPT - Other,Unclassified,low,"Orientated drilled 26"" hole from bottom at 292 m to 301 m and recorded OnTrack survey data.
Re-calculated projected well path.

Inclination Survey (OnTrack):
Survey station (m)   Inclination (deg)
        289                      0.85",Productive/Drilling,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,8,07:00,07:30,interruption,other,ok,NPT - Other,Unclassified,low,"Orientated drilled 26"" hole from bottom at 301 m to 306 m.",Productive/Drilling,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,9,07:30,08:30,interruption,other,ok,NPT - Other,Unclassified,low,"R/U wireline lower sheave, ran wireline gyro and recorded wireline single shoot survey.
Re-calculated projected well path.

Wireline Gyro Inclination Survey:
Survey station (m)   Inclination (deg)  Azi (deg)
         261.3                      0.6                167.13",Productive/Surveying,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,10,08:30,09:00,interruption,other,ok,NPT - Other,Unclassified,low,"Orientated drilled 26"" hole from bottom at 306 m to 320 m and recorded OnTrack survey data.
Re-calculated projected well path.

Inclination Survey (OnTrack):
Survey station (m)   Inclination (deg)  Azi (deg)
         300.00                      0.53               135",Productive/Drilling,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,11,09:00,10:30,interruption,other,ok,NPT - Other,Unclassified,low,"Picked up off bottom at 320 m to 318 m. B/O 5 1/2"" DP single and R/U wireline lower sheave. Ran wireline gyro and recorded wireline single shoot survey.
Re-calculated projected well path.

Wireline Gyro Inclination Survey:
Survey station (m)   Inclination (deg)  Azi (deg)
         278.3                      0.56               198.61",Productive/Surveying,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,12,10:30,11:30,interruption,other,ok,NPT - Other,Unclassified,low,"Orientated drilled 26"" hole from bottom at 320 m to 332 m and recorded OnTrack survey data.
Re-calculated projected well path.

Inclination Survey (OnTrack):
Survey station (m)   Inclination (deg)  Azi (deg)
         312.37                      0.77               186",Productive/Drilling,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,13,11:30,12:00,interruption,other,ok,NPT - Other,Unclassified,low,"R/U wireline lower sheave, ran wireline gyro and recorded wireline single shoot survey.
Re-calculated projected well path.

Wireline Gyro Inclination Survey:
Survey station (m)   Inclination (deg)  Azi (deg)
         291.7                      0.57                185",Productive/Surveying,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,14,12:00,15:30,interruption,other,ok,NPT - Other,Unclassified,low,"Evaluated survey data and projected well path and discussed same with town

Meanwhile: R/U and ran down tugger from moon pool to tension deck to enable 5 1/2"" DP drill string to be pulled securely against slot opening in tension deck to reduce string movement and attempt to take GyroTrack survey.",Productive/Surveying,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,16,18:00,19:00,interruption,other,ok,NPT - Other,Unclassified,low,"Orientated drilled 26"" hole from bottom at 332 m to 347 m and recorded OnTrack/GyroTrack survey data.
Re-calculated projected well path.

Inclination Survey (OnTrack/GyroTrack):
Survey station (m)   Inclination (deg)  Azi (deg)
        OTR/GRT               OTR/GRT       OTR/GRT
  327.21 /319.22           0.58 /0.70     FAIL /194.06",Productive/Drilling,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,18,20:00,21:30,interruption,other,ok,NPT - Other,Unclassified,low,"Circulated hole clean, 3500 lpm, 93 bar. Displaced well with 60 m3, 1.35 sg spud mud, 4000 lpm, 115 bar.
3 hrs advance notice given to Production to shut-in well F-14",Productive/ Circulating,
15_9_F_11_2013-03-20,15_9_F_11,20-03-2013,20,23:00,00:00,interruption,other,ok,NPT - Other,Unclassified,low,Isolated rig floor equipment. R/D Wireline equipment and inspected top drive and travelling block.,NPT - Surface Equipment/Repair/Maintenance,Unplanned inspection of TDS and travelling block
15_9_F_11_2013-03-21,15_9_F_11,21-03-2013,1,00:00,01:00,interruption,other,ok,NPT - Other,Unclassified,low,"Inspected top drive and traveling block.
Found significant wear on top drive torque back-up clamp torque arrestor.",NPT - Surface Equipment/Repair/Maintenance,
15_9_F_11_2013-03-22,15_9_F_11,22-03-2013,9,17:00,17:30,interruption,other,ok,NPT - Other,Unclassified,low,"Confirmed with Production that wells adjacent to F-11 shut in. Performed Pre-job Meeting prior to M/U 26"" steering BHA.",Productive/Drilling,Pre-job meeting + production coordination = planned preparation before making up BHA.
15_9_F_11_2013-03-22,15_9_F_11,22-03-2013,11,19:00,19:30,interruption,other,ok,NPT - Other,Unclassified,low,"Performed Pre-job Meeting with newly arrived night drill crew prior to M/U 26"" steering BHA.",Productive/Drilling,
15_9_F_11_2013-03-23,15_9_F_11,23-03-2013,11,18:30,20:00,interruption,other,ok,NPT - Other,Unclassified,low,"Performed tool box talk, R/U wireline, took survey and oriented string prior to drilling ahead in steering mode.",Productive/Surveying,
15_9_F_11_2013-03-23,15_9_F_11,23-03-2013,12,20:00,21:30,interruption,other,ok,NPT - Other,Unclassified,low,"Washed down in orienting mode from 244 m to 246 m, 2380 l/min, 45 bar, 0 tons WOB. At 246 m set down 5 tons WOB and had indications of firm cement. Started time drilling from 246 m.",Productive/Drilling,
15_9_F_11_2013-03-24,15_9_F_11,24-03-2013,2,02:00,02:30,interruption,other,ok,NPT - Other,Unclassified,low,"R/U wireline, RIH and took Gyro survey (251 m bit depth):

Survey station (m)   Inclination (deg)  Azi (deg)
         209                     0.25              232.83",Productive/Surveying,
15_9_F_11_2013-03-24,15_9_F_11,24-03-2013,3,02:30,05:30,interruption,other,ok,NPT - Surface Equipment,Repair/Maintenance,medium,"Oriented time drilled 26"" hole from 251 m to 257 m. 3080 l/min, 75 bar, 1 - 2 tons WOB, 2 m/hrs. Pumped Hi-vis sweeps.

Transferred over to well 15/9-F-11 T2",Productive/Drilling,
15_9_F_11_A_2013-05-15,15_9_F_11_A,15-05-2013,3,17:00,17:30,interruption,other,ok,NPT - Other,Unclassified,low,"Pulled out of hole with 8 1/2"" bottom hole assembly from 2616m MD to 2536m MD.",Productive/Tripping,
15_9_F_11_A_2013-05-27,15_9_F_11_A,27-05-2013,10,19:00,21:30,drilling,other,ok,Productive,Drilling - Other,low,"POOH and laid down 3 1/2"" cement stinger from 380 m MD to surface.",Productive/Tripping,
15_9_F_11_A_2013-05-28,15_9_F_11_A,28-05-2013,6,15:30,18:30,interruption,other,ok,NPT - Other,Unclassified,low,"Discovered leak on TDS oil cooler, isolated hydraulic system and dismantled cooler.",NPT - Surface Equipment/Repair/Maintenance,Unplanned discovery of TDS oil cooler leak
15_9_F_11_B_2013-05-31,15_9_F_11_B,31-05-2013,7,05:00,05:15,drilling,other,ok,Productive,Drilling - Other,low,Cleaned and Cleared rig floor.,Productive/Drilling,
15_9_F_11_B_2013-06-02,15_9_F_11_B,02-06-2013,1,00:00,01:30,drilling,other,ok,Productive,Drilling - Other,low,Serviced drilling equipment. Clean and clered rig floor.,agreed,
15_9_F_11_B_2013-06-12,15_9_F_11_B,12-06-2013,3,10:00,11:30,interruption,other,ok,NPT - Other,Unclassified,low,"Troubleshoot MWD tools. Worked string and circulated with 2500 lpm, 246 bar, 160 rpm, 25 kNm.",NPT - Downhole Equipment/Failure,MWD troubleshooting = unplanned downhole tool intervention.
15_9_F_11_B_2013-06-19,15_9_F_11_B,19-06-2013,1,00:00,03:30,interruption,other,ok,NPT - Other,Unclassified,low,"Assembled top drive brake without hydraulic connections.
Performed PDO inpection on top drive.
Tested top drive.",NPT - Surface Equipment/Repair/Maintenance,Assembling brake without hydraulic connections + formal PDO inspection + testing = unplanned maintenance and inspection sequence on TDS.
15_9_F_11_B_2013-07-11,15_9_F_11_B,11-07-2013,6,10:30,13:15,interruption,other,ok,NPT - Other,Unclassified,low,POOH with BHA # 1 from 3919 m to 250 m.,Productive/Tripping,
15_9_F_11_B_2013-07-11,15_9_F_11_B,11-07-2013,7,13:15,14:00,interruption,other,ok,NPT - Other,Unclassified,low,Held TBT. POOH with BHA # 1 from 250 m to surface.,Productive/Tripping,
15_9_F_11_B_2013-07-11,15_9_F_11_B,11-07-2013,8,14:00,17:15,interruption,other,ok,NPT - Other,Unclassified,low,Closed in well. Drained and broke lubricator. Broke down tool string and L/O same.,Productive/Completion,
15_9_F_11_B_2013-07-11,15_9_F_11_B,11-07-2013,10,19:00,21:15,interruption,other,ok,NPT - Other,Unclassified,low,Held TBT. P/U and M/U BHA # 1RR. Stabbed lubricator on In-Situ Sub.,Productive/Completion,
15_9_F_11_B_2013-07-11,15_9_F_11_B,11-07-2013,11,21:15,21:30,interruption,other,ok,NPT - Other,Unclassified,low,Pressure tested In-Situ Sub to 30/200 bar for 5/10 min.,Productive/BOP/Wellhead,Planned pressure integrity test of In-Situ Sub before opening well — mandatory safety verification
15_9_F_11_B_2013-07-11,15_9_F_11_B,11-07-2013,12,21:30,00:00,interruption,other,ok,NPT - Other,Unclassified,low,"Opened well and RIH with BHA #1RR on WL from surface to 3471 m   (Tool length: 29.86m, MAX OD:4.5 in, Tool Weight:1157.65  kg)
WHP: 80 bar",Productive/Completion,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,1,00:00,00:30,interruption,other,ok,NPT - Other,Unclassified,low,RIH with BHA # 1RR from 3470 m to 3592 m.,Productive/Completion,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,2,00:30,00:45,interruption,other,ok,NPT - Other,Unclassified,low,Engaged tractor and RIH with BHA # 1RR from 3592 m to 3700 m. .,Productive/Completion,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,3,00:45,03:00,interruption,other,ok,NPT - Other,Unclassified,low,Unable to pass restriction at 3700 m . Attempted to work passed restriction from 3660 m to 3700 m.,NPT-Wellbore/Hole Instability,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,4,03:00,04:15,interruption,other,ok,NPT - Other,Unclassified,low,Pulled back to 3300 m. RIH with BHA # 1RR on wireline from 3300 m to 3557 m. Engaged tractor and RIH with BHA # 1RR on WL tractor from 3557 m to 3750 m. Performed pick-up test and confirmed tool depth.,Productive/Completion,Pulled back and successfully passed restriction on second attempt — RIH resumed and tool depth confirmed. Operation back on track
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,5,04:15,05:15,interruption,other,ok,NPT - Other,Unclassified,low,RIH with BHA # 1RR on WL tractor from 3750 m to 3919 m,Productive/Completion,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,8,12:00,12:45,interruption,other,ok,NPT - Other,Unclassified,low,Payed out wireline and Re-spooled to 4160 m.,Productive/Completion,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,13,18:30,19:00,interruption,other,ok,NPT - Other,Unclassified,low,Evaluated situation and formulated plan forward.,agreed,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,15,20:30,22:30,interruption,other,ok,NPT - Other,Unclassified,low,Broke lubricator connection and secured perforating BHA # 1RR with C-plate. Picked-up and verified guns fired. Broke connection above guns and secured tool string inside lubricator and L/O same.,Productive/Completion,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,16,22:30,23:30,interruption,other,ok,NPT - Other,Unclassified,low,POOH with gun assembly and L/O same.,Productive/Tripping,
15_9_F_11_B_2013-07-12,15_9_F_11_B,12-07-2013,17,23:30,00:00,interruption,other,ok,NPT - Other,Unclassified,low,Checked equipment and cleared rig floor,Productive/Completion,
15_9_F_11_B_2013-07-14,15_9_F_11_B,14-07-2013,7,12:15,17:45,interruption,other,ok,NPT - Other,Unclassified,low,POOH to surface. Closed-in well and inflow tested same. bleed off wellhead pressure to 0 bar and broke out lubricator.,Productive/Formation Evaluation,
15_9_F_11_B_2013-07-14,15_9_F_11_B,14-07-2013,9,20:15,23:00,interruption,other,ok,NPT - Other,Unclassified,low,Build new cablehead and tested tools.,NPT - Downhole Equipment/Failure,Building a new cablehead = replacing failed/damaged cablehead
15_9_F_11_B_2013-07-14,15_9_F_11_B,14-07-2013,10,23:00,00:00,interruption,other,ok,NPT - Other,Unclassified,low,P/U and M/U perforation BHA # 3RR.,Productive/Completion,
15_9_F_11_B_2013-07-15,15_9_F_11_B,15-07-2013,1,00:00,00:30,interruption,other,ok,NPT - Other,Unclassified,low,M/U lubricator and tested In-Situ Sub to 30/200 bar for 5/10 min.,Productive/BOP/Wellhead,
15_9_F_11_B_2013-07-15,15_9_F_11_B,15-07-2013,2,00:30,03:00,interruption,other,ok,NPT - Other,Unclassified,low,"RIH with perforation BHA # 3RR on wireline from surface to 3470 m. WHP 37 bar.
(Tool length: 30.85m, MAX OD:4.5 in, Tool Weight: 1184.65 kg)",Productive/Completion,
15_9_F_11_B_2013-07-15,15_9_F_11_B,15-07-2013,3,03:00,05:30,interruption,other,ok,NPT - Other,Unclassified,low,RIH with perforation BHA # 3RR on wireline tractor from 3470 m to 4450 m.,Productive/Completion,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,3,01:45,05:30,interruption,other,ok,NPT - Other,Unclassified,low,POOH with perforation BHA # 4 on wireline from 4450 m to surface. WHP 42 bar.,Productive/Completion,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,4,05:30,06:30,interruption,other,ok,NPT - Other,Unclassified,low,Closed-in well and inflow tested same. Bleed down pressure to 0 bar.,Productive/Formation Evaluation,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,5,06:30,08:45,interruption,other,ok,NPT - Other,Unclassified,low,"Broke out lubrictor and L/O tools.
Wireline logging computer blacked out at 07:30 hrs.",NPT - Surface Equipment/Repair/Maintenance,Breaking out lubricator and laying out tools = planned completion step. However wireline logging computer blackout = unplanned surface equipment failure. NPT wins per simultaneous activity rule
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,6,08:45,11:45,interruption,other,ok,NPT - Other,Unclassified,low,Cut wireline and L/D lubricator. R/D wireline wench and prepared to R/U back-up wench.,NPT - Surface Equipment/Repair/Maintenance,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,7,11:45,12:00,interruption,other,ok,NPT - Other,Unclassified,low,Spudded back-up wench on cantilever.,NPT - Surface Equipment/Repair/Maintenance,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,8,12:00,15:30,interruption,other,ok,NPT - Other,Unclassified,low,"Hooked-up and tested wireline unit.
Installed new logging computer.",NPT - Surface Equipment/Repair/Maintenance,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,9,15:30,18:00,interruption,other,ok,NPT - Other,Unclassified,low,"Attempted to test wireline caple, No Go. Slipped and cut 200m sections untill good test. Slipped and cut 800 m wireline and achieved good test.",NPT - Surface Equipment/Repair/Maintenance,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,10,18:00,20:30,interruption,other,ok,NPT - Other,Unclassified,low,Build cablehead and P/U lubricator.,Productive/Completion,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,11,20:30,22:15,interruption,other,ok,NPT - Other,Unclassified,low,P/U and M/U wireline tractor to cablehead. Tested tractor communication and M/U lubricator.,Productive/Completion,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,12,22:15,23:30,interruption,other,ok,NPT - Other,Unclassified,low,"Pressure tested In-situ sub to 30/200 bar, 5/10 min. Displaced lubricator and pressure tested same to 30/345 bar for 5/10 min.",Productive/BOP/Wellhead,
15_9_F_11_B_2013-07-16,15_9_F_11_B,16-07-2013,13,23:30,00:00,interruption,other,ok,NPT - Other,Unclassified,low,Bleed off pressure and broke out lubricator. P/U and M/U perforation BHA # 4RR.,Productive/Completion,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,1,00:00,01:00,interruption,other,ok,NPT - Other,Unclassified,low,"P/U and M/U perforation BHA # 4RR. M/U lubricator and tested In-situ Sub to 30/300 bar for 5/10 min.
(Tool length: 30.85m, MAX OD:4.5 in, Tool Weight: 1184.65 kg)",Productive/Completion,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,2,01:00,03:45,interruption,other,ok,NPT - Other,Unclassified,low,RIH with perforation BHA # 4RR on wireline from surface to 3400 m. WHP 47 bar,Productive/Completion,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,3,03:45,04:30,interruption,other,ok,NPT - Other,Unclassified,low,RIH with perforation BHA # 4RR on wireline tractor from 3400 m to 3670 m.,Productive/Completion,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,4,04:30,10:00,interruption,other,ok,NPT - Other,Unclassified,low,Worked assembly from 3670 m to 3921 m. Unable to pass 3921 m.,NPT-Wellbore/Hole Instability,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,5,10:00,12:30,interruption,other,ok,NPT - Other,Unclassified,low,POOH from 3921 m to surface.,NPT - Downhole Equipment/Failure,Forced POOH after unable to pass restriction — abandoning run due to wellbore/tool issue.
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,6,12:30,15:45,interruption,other,ok,NPT - Other,Unclassified,low,Closed and inflow tested well. Broke lubricator and  L/O BHA # 4RR.,Productive/Formation Evaluation,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,7,15:45,20:15,interruption,other,ok,NPT - Other,Unclassified,low,"L/D lubricator and changed greasehead. R/U wireline, build caplehead and tested tools.",NPT - Surface Equipment/Repair/Maintenance,Changing greasehead = unplanned component replacement on wireline surface equipment.
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,8,20:15,22:00,interruption,other,ok,NPT - Other,Unclassified,low,P/U and M/U wireline tractor and lubricator. Pressure tested In-Situ Sub to 30/300 bar for 5/10 min and Lubricator to 30/345 bar for 5/10 min.,Productive/BOP/Wellhead,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,9,22:00,22:30,interruption,other,ok,NPT - Other,Unclassified,low,Broke out lubricator. P/U perforation guns and M/U perforation BHA # 4RR2,Productive/Completion,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,10,22:30,23:00,interruption,other,ok,NPT - Other,Unclassified,low,M/U lubricator and tested In-Situ Sub to 30/300 bar for 5/10 min. Eqaulized pressure and opened well.,Productive/BOP/Wellhead,
15_9_F_11_B_2013-07-17,15_9_F_11_B,17-07-2013,11,23:00,00:00,interruption,other,ok,NPT - Other,Unclassified,low,RIH perforation BHA # 4RR2 from surface to 500 m.,Productive/Completion,
15_9_F_11_B_2013-07-18,15_9_F_11_B,18-07-2013,1,00:00,01:45,interruption,other,ok,NPT - Other,Unclassified,low,"RIH with perforation BHA # 4RR2 on wireline from 500 m to 3332 m. Attempted to function Voltage Protection Module to engage tractor, No Go.",NPT - Downhole Equipment/Failure,Tractor Voltage Protection Module failed to function = downhole tool failure mid-run
15_9_F_11_B_2013-07-18,15_9_F_11_B,18-07-2013,3,03:00,05:30,interruption,other,ok,NPT - Other,Unclassified,low,POOH with perforation BHA # 4RR2 on wireline from 3332 m to surface.,NPT - Downhole Equipment/Failure,Forced POOH due to tractor VPM failure
15_9_F_11_B_2013-07-18,15_9_F_11_B,18-07-2013,4,05:30,08:00,interruption,other,ok,NPT - Other,Unclassified,low,Closed and inflow tested Swab and Hydraulic master valves with 46 bar differential pressure. Broke out lubricator and L/O tools.,Productive/Formation Evaluation,
15_9_F_11_B_2013-07-18,15_9_F_11_B,18-07-2013,6,11:00,13:15,interruption,other,ok,NPT - Other,Unclassified,low,"P/U tractor assembly and lubricator. M/U lubricator and tested tools. Eqaulized pressure and opened well. 
(Tool length: 30.85m, MAX OD:4.5 in, Tool Weight: 1184.65 kg)
WHP: 51 bar",Productive/Completion,
15_9_F_11_B_2013-07-18,15_9_F_11_B,18-07-2013,7,13:15,16:00,interruption,other,ok,NPT - Other,Unclassified,low,"RIH with perforation BHA # 4RR3 on wireline from surface to 3350 m.
Tools tested at 250 m.",Productive/Completion,
15_9_F_11_B_2013-07-18,15_9_F_11_B,18-07-2013,8,16:00,19:00,interruption,other,ok,NPT - Other,Unclassified,low,RIH with perforation BHA # 4RR3 on wireline tractor from 3350 m to 4040 m.,Productive/Completion,
15_9_F_11_B_2013-07-18,15_9_F_11_B,18-07-2013,9,19:00,20:15,interruption,other,ok,NPT - Other,Unclassified,low,Correlated and positioned gun assembly at perforation interval # 4 from 4304 m to 4316 m. WHP 51 bar,Productive/Completion,
15_9_F_11_B_2015-10-28,15_9_F_11_B,28-10-2015,15,14:35,15:05,interruption,other,ok,NPT - Other,Unclassified,low,"Restarted tractor software, OK.",NPT - Downhole Equipment/Failure,Unplanned tractor software restart — reactive troubleshooting of downhole tool communication issue from previous batch
15_9_F_11_B_2015-11-01,15_9_F_11_B,01-11-2015,2,02:00,03:30,interruption,other,ok,NPT - Other,Unclassified,low,"Restarted all surface systems and changed to different VPM sub. Communication with VPM sub OK, but not able to switch same. Reviewed issue from last campaign, not similar issue.",NPT - Downhole Equipment/Failure,
15_9_F_11_B_2015-11-01,15_9_F_11_B,01-11-2015,3,03:30,04:30,interruption,other,ok,NPT - Other,Unclassified,low,Contacted onshore duty and continued to troubleshoot.,NPT - Downhole Equipment/Failure,
15_9_F_11_B_2015-11-01,15_9_F_11_B,01-11-2015,4,04:30,05:20,interruption,other,ok,NPT - Other,Unclassified,low,Removed the additional rig-grounding on the tool and switched VPM directly from the panel. VPM was switching OK. Issue most likely related to current grounding.,NPT - Downhole Equipment/Failure,
15_9_F_11_B_2015-11-02,15_9_F_11_B,02-11-2015,3,01:30,02:00,interruption,other,ok,NPT - Other,Unclassified,low,Leak on the drum for one of the hoses running from the grease skid up to GIH. Isolated same and continued POOH with only one hose injecting grease to GIH.,NPT - Surface Equipment/Repair/Maintenance,Grease hose drum leak = unplanned surface equipment failure
15_9_F_11_B_2016-04-18,15_9_F_11_B,18-04-2016,23,17:05,17:25,interruption,other,ok,NPT - Other,Unclassified,low,Waited while production department greased HMV.,NPT - External/Materials/Logistics,
15_9_F_11_B_2016-04-18,15_9_F_11_B,18-04-2016,28,19:50,20:10,interruption,other,ok,NPT - Other,Unclassified,low,Changed damaged O-Ring in lubricator and leak tested same to 20/345 bar for 5/10 min.,NPT - Surface Equipment/Repair/Maintenance,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,10,14:00,14:30,interruption,other,ok,NPT - Other,Unclassified,low,Leak tested lubricator to 20/345 bar for 5/10 min. Opened HMV,Productive/BOP/Wellhead,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,12,16:00,17:55,interruption,other,ok,NPT - Other,Unclassified,low,Closed DHSV and bled down pressure in tubing to 3 bar.,Productive/BOP/Wellhead,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,13,17:55,18:50,interruption,other,ok,NPT - Other,Unclassified,low,Inflow tested DHSV to 59 bar dP for 30 min.,Productive/Formation Evaluation,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,14,18:50,19:55,interruption,other,ok,NPT - Other,Unclassified,low,Bled off remaining pressure in tubing to 0 bar,Productive/BOP/Wellhead,Planned pressure bleed-off after DHSV test — standard well control step
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,15,19:55,20:50,interruption,other,ok,NPT - Other,Unclassified,low,Closed HMV and purged lubricator with N2.,Productive/BOP/Wellhead,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,16,20:50,21:30,interruption,other,ok,NPT - Other,Unclassified,low,Broke lubricator and L/D BHA #2 (Straddle w/ Tractor) on drill floor.,Productive/Completion,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,17,21:30,22:10,interruption,other,ok,NPT - Other,Unclassified,low,"Disconnected lower riser from X-over and liftet Riser section and BOP using top drive with double securing. 
Changed O-ring on X-over and stabbed riser back onto X-over.",NPT - Surface Equipment/Repair/Maintenance,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,18,22:10,22:20,interruption,other,ok,NPT - Other,Unclassified,low,"Disconnected XMT from X-over and liftet Riser section and BOP using top drive with double securing. 
Changed O-ring on X-over and stabbed riser back onto XMT. 
One of the O-rings had some small marks.",NPT - Surface Equipment/Repair/Maintenance,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,19,22:20,22:40,interruption,other,ok,NPT - Other,Unclassified,low,Closed shear ram on BOP and leak tested between SV and BOP to 200 bar for 10 min.,Productive/BOP/Wellhead,
15_9_F_11_B_2016-04-22,15_9_F_11_B,22-04-2016,21,23:10,00:00,interruption,other,ok,NPT - Other,Unclassified,low,M/U BHA for run #2 (Straddle w/ tractor).,Productive/Completion,
15_9_F_11_B_2016-04-23,15_9_F_11_B,23-04-2016,1,00:00,01:15,interruption,other,ok,NPT - Other,Unclassified,low,Stabbed on lubricator and leak tested rig-up to 20/345 bar for 5/10 min using 100% MEG.,Productive/BOP/Wellhead,
15_9_F_11_B_2016-04-23,15_9_F_11_B,23-04-2016,2,01:15,02:10,interruption,other,ok,NPT - Other,Unclassified,low,Opened HMV. Equalized and opened DHSV. WHP 59 bar.,Productive/BOP/Wellhead,
15_9_F_11_B_2016-09-19,15_9_F_11_B,19-09-2016,11,19:45,21:30,plug abandon,other,ok,Productive,Plug Abandon - Other,low,"Lifted and installed WL BOP, installed hoses",Productive/BOP/Wellhead,
